Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Status,Vibration resistant,Weight (g)
6.3,2200,0.145,0.038,12.5,20,-55,105,0.24,7000,0.076,416,1000,UPW0J222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1655,MP,Normal,3.43
6.3,2700,0.118,0.035,10,30.5,-55,105,0.24,5000,0.07,510,1000,UPW0J272MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1815,MP,Normal,3.21
6.3,3300,0.104,0.038,12.5,20,-55,105,0.26,7000,0.076,624,1000,UPW0J332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1655,MP,Normal,3.43
6.3,3900,0.088,0.03,12.5,25,-55,105,0.26,7000,0.06,737,800,UPW0J392MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1945,MP,Normal,4.56
6.3,4700,0.079,0.025,12.5,30.5,-55,105,0.28,7000,0.05,888,600,UPW0J472MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2310,MP,Normal,6.01
6.3,4700,0.079,0.022,16,25,-55,105,0.28,8000,0.044,888,400,UPW0J472MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,MP,Normal,8.2
6.3,5600,0.071,0.022,12.5,35.5,-55,105,0.3,7000,0.044,1058,500,UPW0J562MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2510,MP,Normal,7.06
6.3,5600,0.071,0.029,16,20,-55,105,0.3,8000,0.058,1058,600,UPW0J562MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2210,MP,Normal,6.6
6.3,6800,0.062,0.022,16,25,-55,105,0.32,8000,0.044,1285,400,UPW0J682MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2560,MP,Normal,8.2
6.3,6800,0.062,0.028,18,20,-55,105,0.32,8000,0.056,1285,400,UPW0J682MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2490,MP,Normal,9.0
6.3,8200,0.058,0.018,16,30.5,-55,105,0.36,8000,0.036,1550,300,UPW0J822MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3010,MP,Normal,9.6
6.3,10000,0.053,0.016,16,30.5,-55,105,0.4,8000,0.032,1890,300,UPW0J103MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3150,MP,Normal,9.6
6.3,10000,0.053,0.02,18,25,-55,105,0.4,8000,0.04,1890,300,UPW0J103MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2740,MP,Normal,10.6
6.3,12000,0.049,0.016,18,30.5,-55,105,0.44,8000,0.032,2268,300,UPW0J123MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3635,MP,Normal,13.1
6.3,15000,0.044,0.015,18,35.5,-55,105,0.5,8000,0.03,2835,250,UPW0J153MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3680,MP,Normal,14.2
10,22,11.454,0.6,5,11,-55,105,0.19,2000,1.2,7,6000,UPW1A220MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
10,33,7.636,0.6,5,11,-55,105,0.19,2000,1.2,10,6000,UPW1A330MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
10,47,5.362,0.6,5,11,-55,105,0.19,2000,1.2,14,6000,UPW1A470MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
10,82,3.073,0.6,5,11,-55,105,0.19,2000,1.2,25,6000,UPW1A820MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
10,100,2.52,0.6,5,11,-55,105,0.19,2000,1.2,30,6000,UPW1A101MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
10,150,1.68,0.25,6.3,11,-55,105,0.19,2000,0.5,45,4000,UPW1A151MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
10,180,1.4,0.25,6.3,11,-55,105,0.19,2000,0.5,54,4000,UPW1A181MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
10,220,1.145,0.25,6.3,11,-55,105,0.19,2000,0.5,66,4000,UPW1A221MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
10,220,1.145,0.23,6.3,15,-55,105,0.19,2000,0.46,66,4000,UPW1A221MED6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,430,EOL,Normal,0.72
10,330,0.764,0.117,8,11.5,-55,105,0.19,3000,0.234,99,3000,UPW1A331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,MP,Normal,1.19
10,470,0.536,0.117,8,11.5,-55,105,0.19,3000,0.234,141,3000,UPW1A471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,MP,Normal,1.19
10,680,0.371,0.085,8,15,-55,105,0.19,3000,0.17,204,2000,UPW1A681MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,730,MP,Normal,1.36
10,680,0.371,0.09,10,12.5,-55,105,0.19,5000,0.18,204,2000,UPW1A681MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,760,MP,Normal,1.49
10,1000,0.252,0.065,8,20,-55,105,0.19,3000,0.13,300,2000,UPW1A102MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,995,MP,Normal,1.66
10,1000,0.252,0.068,10,16,-55,105,0.19,5000,0.136,300,1800,UPW1A102MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1050,MP,Normal,1.77
10,1200,0.21,0.052,10,20,-55,105,0.19,5000,0.104,360,1400,UPW1A122MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,MP,Normal,2.34
10,1500,0.168,0.052,10,20,-55,105,0.19,5000,0.104,450,1400,UPW1A152MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,MP,Normal,2.34
10,1500,0.168,0.045,10,25,-55,105,0.19,5000,0.09,450,1200,UPW1A152MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1440,MP,Normal,3.07
10,2200,0.127,0.035,10,30.5,-55,105,0.21,5000,0.07,660,1000,UPW1A222MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1815,MP,Normal,3.21
10,2200,0.127,0.038,12.5,20,-55,105,0.21,7000,0.076,660,1000,UPW1A222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1655,MP,Normal,3.43
10,2700,0.103,0.03,12.5,25,-55,105,0.21,7000,0.06,810,800,UPW1A272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1945,MP,Normal,4.56
10,3300,0.092,0.03,12.5,25,-55,105,0.23,7000,0.06,990,800,UPW1A332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1950,MP,Normal,4.56
10,3300,0.092,0.025,12.5,30.5,-55,105,0.23,7000,0.05,990,600,UPW1A332MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2310,MP,Normal,6.01
10,3900,0.078,0.022,12.5,35.5,-55,105,0.23,7000,0.044,1170,500,UPW1A392MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2510,MP,Normal,7.06
10,3900,0.078,0.029,16,20,-55,105,0.23,8000,0.058,1170,600,UPW1A392MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2210,MP,Normal,6.6
10,4700,0.071,0.022,16,25,-55,105,0.25,8000,0.044,1410,400,UPW1A472MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,MP,Normal,8.2
10,5600,0.064,0.022,16,25,-55,105,0.27,8000,0.044,1680,400,UPW1A562MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2560,MP,Normal,8.2
10,5600,0.064,0.028,18,20,-55,105,0.27,8000,0.056,1680,400,UPW1A562MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2490,MP,Normal,9.0
10,6800,0.057,0.018,16,30.5,-55,105,0.29,8000,0.036,2040,300,UPW1A682MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3010,MP,Normal,9.6
10,6800,0.057,0.02,18,25,-55,105,0.29,8000,0.04,2040,300,UPW1A682MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2740,MP,Normal,10.6
10,8200,0.053,0.016,16,35.5,-55,105,0.33,8000,0.032,2460,300,UPW1A822MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3150,MP,Normal,11.8
10,8200,0.053,0.016,18,30.5,-55,105,0.33,8000,0.032,2460,300,UPW1A822MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3635,MP,Normal,13.1
10,10000,0.049,0.015,18,35.5,-55,105,0.37,8000,0.03,3000,250,UPW1A103MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3680,MP,Normal,14.2
10,15000,0.042,0.014,18,40,-55,105,0.47,8000,0.028,4500,200,UPW1A153MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3800,MP,Normal,17.7
16,10,21.221,0.6,5,11,-55,105,0.16,2000,1.2,5,6000,UPW1C100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
16,22,9.646,0.6,5,11,-55,105,0.16,2000,1.2,11,6000,UPW1C220MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
16,33,6.431,0.6,5,11,-55,105,0.16,2000,1.2,16,6000,UPW1C330MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
16,47,4.515,0.6,5,11,-55,105,0.16,2000,1.2,23,6000,UPW1C470MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
16,56,3.789,0.6,5,11,-55,105,0.16,2000,1.2,27,6000,UPW1C560MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
16,100,2.122,0.25,6.3,11,-55,105,0.16,2000,0.5,48,4000,UPW1C101MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
16,120,1.768,0.25,6.3,11,-55,105,0.16,2000,0.5,58,4000,UPW1C121MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
16,150,1.415,0.25,6.3,11,-55,105,0.16,2000,0.5,72,4000,UPW1C151MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
16,180,1.179,0.23,6.3,15,-55,105,0.16,2000,0.46,86,4000,UPW1C181MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,430,EOL,Normal,0.72
16,220,0.965,0.117,8,11.5,-55,105,0.16,3000,0.234,106,3000,UPW1C221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,MP,Normal,1.19
16,330,0.643,0.117,8,11.5,-55,105,0.16,3000,0.234,158,3000,UPW1C331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,MP,Normal,1.19
16,470,0.452,0.085,8,15,-55,105,0.16,3000,0.17,226,2000,UPW1C471MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,730,MP,Normal,1.36
16,470,0.452,0.09,10,12.5,-55,105,0.16,5000,0.18,226,2000,UPW1C471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,760,MP,Normal,1.49
16,680,0.312,0.065,8,20,-55,105,0.16,3000,0.13,326,2000,UPW1C681MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,995,MP,Normal,1.66
16,680,0.312,0.068,10,16,-55,105,0.16,5000,0.136,326,1800,UPW1C681MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1050,MP,Normal,1.77
16,820,0.259,0.052,10,20,-55,105,0.16,5000,0.104,394,1400,UPW1C821MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,MP,Normal,2.34
16,1000,0.212,0.052,10,20,-55,105,0.16,5000,0.104,480,1400,UPW1C102MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,MP,Normal,2.34
16,1200,0.177,0.045,10,25,-55,105,0.16,5000,0.09,576,1200,UPW1C122MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1440,MP,Normal,3.07
16,1500,0.141,0.035,10,30.5,-55,105,0.16,5000,0.07,720,1000,UPW1C152MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1815,MP,Normal,3.21
16,1500,0.141,0.038,12.5,20,-55,105,0.16,7000,0.076,720,1000,UPW1C152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1655,MP,Normal,3.43
16,2200,0.109,0.03,12.5,25,-55,105,0.18,7000,0.06,1056,800,UPW1C222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1945,MP,Normal,4.56
16,2700,0.088,0.025,12.5,30.5,-55,105,0.18,7000,0.05,1296,600,UPW1C272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2310,MP,Normal,6.01
16,2700,0.088,0.029,16,20,-55,105,0.18,8000,0.058,1296,600,UPW1C272MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2210,MP,Normal,6.6
16,3300,0.08,0.022,12.5,35.5,-55,105,0.2,7000,0.044,1584,500,UPW1C332MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2510,MP,Normal,7.06
16,3300,0.08,0.022,16,25,-55,105,0.2,8000,0.044,1584,400,UPW1C332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,MP,Normal,8.2
16,3900,0.068,0.022,16,25,-55,105,0.2,8000,0.044,1872,400,UPW1C392MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2560,MP,Normal,8.2
16,3900,0.068,0.028,18,20,-55,105,0.2,8000,0.056,1872,400,UPW1C392MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2490,MP,Normal,9.0
16,4700,0.062,0.018,16,30.5,-55,105,0.22,8000,0.036,2256,300,UPW1C472MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3010,MP,Normal,9.6
16,4700,0.062,0.02,18,25,-55,105,0.22,8000,0.04,2256,300,UPW1C472MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2740,MP,Normal,10.6
16,5600,0.057,0.016,16,35.5,-55,105,0.24,8000,0.032,2688,300,UPW1C562MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3150,MP,Normal,11.8
16,5600,0.057,0.016,18,30.5,-55,105,0.24,8000,0.032,2688,300,UPW1C562MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3635,MP,Normal,13.1
16,6800,0.051,0.015,18,35.5,-55,105,0.26,8000,0.03,3264,250,UPW1C682MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3680,MP,Normal,14.2
16,8200,0.049,0.015,18,35.5,-55,105,0.3,8000,0.03,3936,250,UPW1C822MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3680,MP,Normal,14.2
16,10000,0.045,0.014,18,40,-55,105,0.34,8000,0.028,4800,200,UPW1C103MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3800,MP,Normal,17.7
25,4.7,39.507,0.6,5,11,-55,105,0.14,2000,1.2,4,6000,UPW1E4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
25,10,18.568,0.6,5,11,-55,105,0.14,2000,1.2,8,6000,UPW1E100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
25,22,8.44,0.6,5,11,-55,105,0.14,2000,1.2,17,6000,UPW1E220MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
25,33,5.627,0.6,5,11,-55,105,0.14,2000,1.2,25,6000,UPW1E330MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
25,39,4.761,0.6,5,11,-55,105,0.14,2000,1.2,29,6000,UPW1E390MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
25,47,3.951,0.6,5,11,-55,105,0.14,2000,1.2,35,6000,UPW1E470MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
25,82,2.264,0.25,6.3,11,-55,105,0.14,2000,0.5,62,4000,UPW1E820MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
25,100,1.857,0.25,6.3,11,-55,105,0.14,2000,0.5,75,4000,UPW1E101MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
25,120,1.547,0.23,6.3,15,-55,105,0.14,2000,0.46,90,4000,UPW1E121MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,430,EOL,Normal,0.72
25,150,1.238,0.117,8,11.5,-55,105,0.14,3000,0.234,113,3000,UPW1E151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,MP,Normal,1.19
25,220,0.844,0.117,8,11.5,-55,105,0.14,3000,0.234,165,3000,UPW1E221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,MP,Normal,1.19
25,330,0.563,0.085,8,15,-55,105,0.14,3000,0.17,248,2000,UPW1E331MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,730,MP,Normal,1.36
25,330,0.563,0.09,10,12.5,-55,105,0.14,5000,0.18,248,2000,UPW1E331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,760,MP,Normal,1.49
25,470,0.395,0.065,8,20,-55,105,0.14,3000,0.13,353,2000,UPW1E471MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,995,MP,Normal,1.66
25,470,0.395,0.068,10,16,-55,105,0.14,5000,0.136,353,1800,UPW1E471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1050,MP,Normal,1.77
25,560,0.332,0.052,10,20,-55,105,0.14,5000,0.104,420,1400,UPW1E561MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,MP,Normal,2.34
25,680,0.273,0.052,10,20,-55,105,0.14,5000,0.104,510,1400,UPW1E681MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,MP,Normal,2.34
25,820,0.226,0.045,10,25,-55,105,0.14,5000,0.09,615,1200,UPW1E821MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1440,MP,Normal,3.07
25,1000,0.186,0.035,10,30.5,-55,105,0.14,5000,0.07,750,1000,UPW1E102MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1815,MP,Normal,3.21
25,1000,0.186,0.038,12.5,20,-55,105,0.14,7000,0.076,750,1000,UPW1E102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1660,MP,Normal,3.43
25,1500,0.124,0.03,12.5,25,-55,105,0.14,7000,0.06,1125,800,UPW1E152MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1950,MP,Normal,4.56
25,1500,0.124,0.022,16,25,-55,105,0.14,8000,0.044,1125,400,UPW1E152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,MP,Normal,8.2
25,1800,0.103,0.025,12.5,30.5,-55,105,0.14,7000,0.05,1350,600,UPW1E182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2310,MP,Normal,6.01
25,1800,0.103,0.029,16,20,-55,105,0.14,8000,0.058,1350,600,UPW1E182MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2210,MP,Normal,6.6
25,2200,0.096,0.022,12.5,35.5,-55,105,0.16,7000,0.044,1650,500,UPW1E222MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2510,MP,Normal,7.06
25,2200,0.096,0.022,16,25,-55,105,0.16,8000,0.044,1650,400,UPW1E222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,MP,Normal,8.2
25,2200,0.096,0.028,18,20,-55,105,0.16,8000,0.056,1650,400,UPW1E222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2490,MP,Normal,9.0
25,2700,0.079,0.022,16,25,-55,105,0.16,8000,0.044,2025,400,UPW1E272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,MP,Normal,8.2
25,3300,0.072,0.018,16,30.5,-55,105,0.18,8000,0.036,2475,300,UPW1E332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3010,MP,Normal,9.6
25,3300,0.072,0.02,18,25,-55,105,0.18,8000,0.04,2475,300,UPW1E332MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2740,MP,Normal,10.6
25,3900,0.061,0.016,16,35.5,-55,105,0.18,8000,0.032,2925,300,UPW1E392MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3150,MP,Normal,11.8
25,3900,0.061,0.016,18,30.5,-55,105,0.18,8000,0.032,2925,300,UPW1E392MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3635,MP,Normal,13.1
25,4700,0.056,0.015,18,35.5,-55,105,0.2,8000,0.03,3525,250,UPW1E472MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3680,MP,Normal,14.2
25,6800,0.047,0.014,18,40,-55,105,0.24,8000,0.028,5100,200,UPW1E682MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3800,MP,Normal,17.7
35,4.7,33.863,0.6,5,11,-55,105,0.12,2000,1.2,5,6000,UPW1V4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
